time,power_root,parent_1,parent_2,child_1,child_2,child_3,child_4
472,0,0,0,0,0,0,0
473,0,0,0,0,0,0,0
474,0,0,0,0,0,0,0
475,0,0,0,0,0,0,0
476,0,0,0,0,0,0,0
477,0,0,0,0,0,0,0
478,0,0,0,0,0,0,0
479,0,0,0,0,0,0,0
480,0,0,0,0,0,0,0
481,0,0,0,0,0,0,0
482,0,0,0,0,0,0,0
483,0,0,0,0,0,0,0
484,0,0,0,0,0,0,0
485,0,0,0,0,0,0,0
486,0,0,0,0,0,0,0
487,0,0,0,0,0,0,0
488,0,0,0,0,0,0,0
489,0,0,0,0,0,0,0
490,0,0,0,0,0,0,0
491,0,0,0,0,0,0,0
492,0,0,0,0,0,0,0
493,0,0,0,0,0,0,0
494,0,0,0,0,0,0,0
495,0,0,0,0,0,0,0
496,0,0,0,0,0,0,0
497,0,0,0,0,0,0,0
498,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0
500,0,0,0,0,0,0,0
501,0,0,0,0,0,0,0
502,0,0,0,0,0,0,0
503,0,0,0,0,0,0,0
504,0,0,0,0,0,0,0
505,0,0,0,0,0,0,0
506,0,0,0,0,0,0,0
507,0,0,0,0,0,0,0
508,0,0,0,0,0,0,0
509,0,0,0,0,0,0,0
510,0,0,0,0,0,0,0
511,0,0,0,0,0,0,0
512,0,0,0,0,0,0,0
513,0,0,0,0,0,0,0
514,0,0,0,0,0,0,0
515,0,0,0,0,0,0,0
516,0,0,0,0,0,0,0
517,0,0,0,0,0,0,0
518,0,0,0,0,0,0,0
519,0,0,0,0,0,0,0
520,0,0,0,0,0,0,0
521,0,0,0,0,0,0,0
522,0,0,0,0,0,0,0
523,0,0,0,0,0,0,0
524,0,0,0,0,0,0,0
525,0,0,0,0,0,0,0
526,0,0,0,0,0,0,0
527,0,0,0,0,0,0,0
528,0,0,0,0,0,0,0
529,0,0,0,0,0,0,0
530,0,0,0,0,0,0,0
531,0,0,0,0,0,0,0
532,0,0,0,0,0,0,0
533,0,0,0,0,0,0,0
534,0,0,0,0,0,0,0
535,0,0,0,0,0,0,0
536,0,0,0,0,0,0,0
537,0,0,0,0,0,0,0
538,0,0,0,0,0,0,0
539,0,0,0,0,0,0,0
540,0,0,0,0,0,0,0
541,0,0,0,0,0,0,0
542,0,0,0,0,0,0,0
543,0,0,0,0,0,0,0
544,0,0,0,0,0,0,0
545,0,0,0,0,0,0,0
546,0,0,0,0,0,0,0
547,0,0,0,0,0,0,0
548,0,0,0,0,0,0,0
549,0,0,0,0,0,0,0
550,0,0,0,0,0,0,0
551,0,0,0,0,0,0,0
552,0,0,0,0,0,0,0
553,0,0,0,0,0,0,0
554,0,0,0,0,0,0,0
555,0,0,0,0,0,0,0
556,0,0,0,0,0,0,0
557,0,0,0,0,0,0,0
558,0,0,0,0,0,0,0
559,0,0,0,0,0,0,0
560,0,0,0,0,0,0,0
561,0,0,0,0,0,0,0
562,0,0,0,0,0,0,0
563,0,0,0,0,0,0,0
564,0,0,0,0,0,0,0
565,0,0,0,0,0,0,0
566,0,0,0,0,0,0,0
567,0,0,0,0,0,0,0
568,0,0,0,0,0,0,0
569,0,0,0,0,0,0,0
570,0,0,0,0,0,0,0
571,0,0,0,0,0,0,0
572,0,0,0,0,0,0,0
573,0,0,0,0,0,0,0
574,0,0,0,0,0,0,0
575,0,0,0,0,0,0,0
576,0,0,0,0,0,0,0
577,0,0,0,0,0,0,0
578,0,0,0,0,0,0,0
579,0,0,0,0,0,0,0
580,0,0,0,0,0,0,0
581,0,0,0,0,0,0,0
582,0,0,0,0,0,0,0
583,0,0,0,0,0,0,0
584,0,0,0,0,0,0,0
585,0,0,0,0,0,0,0
586,0,0,0,0,0,0,0
587,0,0,0,0,0,0,0
588,0,0,0,0,0,0,0
589,0,0,0,0,0,0,0
590,0,0,0,0,0,0,0
591,0,0,0,0,0,0,0
592,0,0,0,0,0,0,0
593,0,0,0,0,0,0,0
594,0,0,0,0,0,0,0
595,0,0,0,0,0,0,0
596,0,0,0,0,0,0,0
597,0,0,0,0,0,0,0
598,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0
601,0,0,0,0,0,0,0
602,0,0,0,0,0,0,0
603,0.0290033502,0,0,0,0,0,0
604,0.02816112585,0,0,0,0,0,0
605,0.0272593959,0,0,0,0,0,0
606,0.029038185,0,0,0,0,0,0
607,0.029005823549999993,0,0,0,0,0,0
608,0.02788683975,0,0,0,0,0,0
609,0.02707484175,0,0,0,0,0,0
610,0.02646988905,0,0,0,0,0,0
611,0.0268002999,0,0,0,0,0,0
612,0.0268038804,0,0,0,0,0,0
613,0.0248392188,0,0,0,0,0,0
614,0.0273080775,0,0,0,0,0,0
615,0.0246114231,0,0,0,0,0,0
616,0.0283927314,0,0,0,0,0,0
617,0.0287641794,0,0,0,0,0,0
618,0.0276908577,0,0,0,0,0,0
619,0.0259231005,0,0,0,0,0,0
620,0.0290074686,0,0,0,0,0,0
621,0.0281777793,0,0,0,0,0,0
622,0.0290036934,0,0,0,0,0,0
623,0.0290079603,0,0,0,0,0,0
624,0.02596655325,0,0,0,0,0,0
625,0.025573812,0,0,0,0,0,0
626,0.026153787,0,0,0,0,0,0
627,0.0290069142,0,0,0,0,0,0
628,0.026773946099999994,0,0,0,0,0,0
629,0.027257142,0,0,0,0,0,0
630,0.0259955289,0,0,0,0,0,0
631,0.0273080049,0,0,0,0,0,0
632,0.0290117619,0,0,0,0,0,0
633,0.0265770516,0,0,0,0,0,0
634,0.0276814791,0,0,0,0,0,0
635,0.0259788672,0,0,0,0,0,0
636,0.029009607,0,0,0,0,0,0
637,0.02745472455,0,0,0,0,0,0
638,0.0290031258,0,0,0,0,0,0
639,0.025838868,0,0,0,0,0,0
640,0.0266779491,0,0,0,0,0,0
641,0.02670423525,0,0,0,0,0,0
642,0.026885367299999994,0,0,0,0,0,0
643,0.0270331083,0,0,0,0,0,0
644,0.02477334585,0,0,0,0,0,0
645,0.0290047263,0,0,0,0,0,0
646,0.0268945017,0,0,0,0,0,0
647,0.02673360855,0,0,0,0,0,0
648,0.02766849525,0,0,0,0,0,0
649,0.02594112015,0,0,0,0,0,0
650,0.0257123691,0,0,0,0,0,0
651,0.02900902125,0,0,0,0,0,0
652,0.0290079834,0,0,0,0,0,0
653,0.0274569702,0,0,0,0,0,0
654,0.0264326139,0,0,0,0,0,0
655,0.0255778446,0,0,0,0,0,0
656,0.0268952343,0,0,0,0,0,0
657,0.0274926894,0,0,0,0,0,0
658,0.0259213746,0,0,0,0,0,0
659,0.0249577581,0,0,0,0,0,0
660,0.0278167758,0,0,0,0,0,0
661,0.0269704875,0,0,0,0,0,0
662,0.0267990789,0,0,0,0,0,0
663,0.0269419821,0,0,0,0,0,0
664,0.0252737529,0,0,0,0,0,0
665,0.0290096202,0,0,0,0,0,0
666,0.0244981539,0,0,0,0,0,0
667,0.026079108,0,0,0,0,0,0
668,0.0264837738,0,0,0,0,0,0
669,0.029007462,0,0,0,0,0,0
670,0.0290078778,0,0,0,0,0,0
671,0.0283904379,0,0,0,0,0,0
672,0.0271327518,0,0,0,0,0,0
673,0.0273601944,0,0,0,0,0,0
674,0.0275169543,0,0,0,0,0,0
675,0.0283980906,0,0,0,0,0,0
676,0.0290041488,0,0,0,0,0,0
677,0.0244587915,0,0,0,0,0,0
678,0.02689872075,0,0,0,0,0,0
679,0.0290063697,0,0,0,0,0,0
680,0.0252720501,0,0,0,0,0,0
681,0.0273888549,0,0,0,0,0,0
682,0.0265572153,0,0,0,0,0,0
683,0.0263153088,0,0,0,0,0,0
684,0.0274701537,0,0,0,0,0,0
685,0.0278809344,0,0,0,0,0,0
686,0.0290079636,0,0,0,0,0,0
687,0.0271325043,0,0,0,0,0,0
688,0.0256757622,0,0,0,0,0,0
689,0.0290096004,0,0,0,0,0,0
690,0.0254187483,0,0,0,0,0,0
691,0.0264164175,0,0,0,0,0,0
692,0.02900088675,0,0,0,0,0,0
693,0.02699105145,0,0,0,0,0,0
694,0.0290074851,0,0,0,0,0,0
695,0.02677590795,0,0,0,0,0,0
696,0.027415248299999993,0,0,0,0,0,0
697,0.0265977723,0,0,0,0,0,0
698,0.0272005635,0,0,0,0,0,0
699,0.0257203881,0,0,0,0,0,0
700,0.02522956095,0,0,0,0,0,0
701,0.0259954431,0,0,0,0,0,0
702,0.027478077,0,0,0,0,0,0
703,0.0276901647,0,0,0,0,0,0
704,0.0265235256,0,0,0,0,0,0
705,0.0264776292,0,0,0,0,0,0
706,0.0273522018,0,0,0,0,0,0
707,0.0289993539,0,0,0,0,0,0
708,0.0271541919,0,0,0,0,0,0
709,0.0273252903,0,0,0,0,0,0
710,0.0281897286,0,0,0,0,0,0
711,0.0279692853,0,0,0,0,0,0
712,0.0283433667,0,0,0,0,0,0
713,0.0275157762,0,0,0,0,0,0
714,0.02666570775,0,0,0,0,0,0
715,0.0275197857,0,0,0,0,0,0
716,0.0271174167,0,0,0,0,0,0
717,0.0283373574,0,0,0,0,0,0
718,0.02496005325,0,0,0,0,0,0
719,0.0271343094,0,0,0,0,0,0
720,0.0290074389,0,0,0,0,0,0
721,0.026528931,0,0,0,0,0,0
722,0.0284864118,0,0,0,0,0,0
723,0.026688222,0,0,0,0,0,0
724,0.0275816013,0,0,0,0,0,0
725,0.02901045675,0,0,0,0,0,0
726,0.02900475765,0,0,0,0,0,0
727,0.02835678285,0,0,0,0,0,0
728,0.02660608995,0,0,0,0,0,0
729,0.0243834591,0,0,0,0,0,0
730,0.02859744195,0,0,0,0,0,0
731,0.02658142905,0,0,0,0,0,0
732,0.02642476155,0,0,0,0,0,0
733,0.0289993572,0,0,0,0,0,0
734,0.02900584005,0,0,0,0,0,0
735,0.0272340387,0,0,0,0,0,0
736,0.02583192975,0,0,0,0,0,0
737,0.0276095688,0,0,0,0,0,0
738,0.0279556299,0,0,0,0,0,0
739,0.0285497619,0,0,0,0,0,0
740,0.0277038432,0,0,0,0,0,0
741,0.0273953493,0,0,0,0,0,0
742,0.0290381817,0,0,0,0,0,0
743,0.02597187945,0,0,0,0,0,0
744,0.024429009,0,0,0,0,0,0
745,0.029006934,0,0,0,0,0,0
746,0.0285668229,0,0,0,0,0,0
747,0.0274751136,0,0,0,0,0,0
748,0.02668751415,0,0,0,0,0,0
749,0.02505763095,0,0,0,0,0,0
750,0.02717157465,0,0,0,0,0,0
751,0.029004789,0,0,0,0,0,0
752,0.0274582704,0,0,0,0,0,0
753,0.0259932783,0,0,0,0,0,0
754,0.029008518,0,0,0,0,0,0
755,0.0252218736,0,0,0,0,0,0
756,0.0280241709,0,0,0,0,0,0
757,0.0275444268,0,0,0,0,0,0
758,0.0290095641,0,0,0,0,0,0
759,0.02598851145,0,0,0,0,0,0
760,0.0249439146,0,0,0,0,0,0
761,0.0290085543,0,0,0,0,0,0
762,0.0253759968,0,0,0,0,0,0
763,0.0268520274,0,0,0,0,0,0
764,0.0270628347,0,0,0,0,0,0
765,0.0266881923,0,0,0,0,0,0
766,0.02660244675,0,0,0,0,0,0
767,0.02650500105,0,0,0,0,0,0
768,0.02598598035,0,0,0,0,0,0
769,0.0260856651,0,0,0,0,0,0
770,0.0290025747,0,0,0,0,0,0
771,0.0274409883,0,0,0,0,0,0
772,0.02900908065,0,0,0,0,0,0
773,0.027427438499999995,0,0,0,0,0,0
774,0.02529443565,0,0,0,0,0,0
775,0.0279723411,0,0,0,0,0,0
776,0.0286756998,0,0,0,0,0,0
777,0.0247752417,0,0,0,0,0,0
778,0.0290074455,0,0,0,0,0,0
779,0.02685189375,0,0,0,0,0,0
780,0.0254903055,0,0,0,0,0,0
781,0.0290024625,0,0,0,0,0,0
782,0.02542388475,0,0,0,0,0,0
783,0.0279885408,0,0,0,0,0,0
784,0.0288547314,0,0,0,0,0,0
785,0.0290085213,0,0,0,0,0,0
786,0.0274613163,0,0,0,0,0,0
787,0.029010696,0,0,0,0,0,0
788,0.0274919535,0,0,0,0,0,0
789,0.02900725575,0,0,0,0,0,0
790,0.02671843185,0,0,0,0,0,0
791,0.02872407615,0,0,0,0,0,0
792,0.0272157732,0,0,0,0,0,0
793,0.0266028609,0,0,0,0,0,0
794,0.02794753665,0,0,0,0,0,0
795,0.02663856855,0,0,0,0,0,0
796,0.02596520025,0,0,0,0,0,0
797,0.0270232017,0,0,0,0,0,0
798,0.0290058615,0,0,0,0,0,0
799,0.0260820483,0,0,0,0,0,0
800,0.0281706744,0,0,0,0,0,0
801,0.02662236555,0,0,0,0,0,0
802,0.02845530105,0,0,0,0,0,0
803,0.026738415,0,0,0,0,0,0
804,0.0290042148,0,0,0,0,0,0
805,0.0240040977,0,0,0,0,0,0
806,0.0290091087,0,0,0,0,0,0
807,0.0256329249,0,0,0,0,0,0
